,listing_id,id,date,reviewer_id,reviewer_name,comments,Rating
486675,1310672,52677937,2015-11-01,20073592,Balla,My experience with Majar has been nothing short of excellent The accommodation was more than comfortable  minutes from subway the neighborhood is friendly I would definitely recommend him as a host and if I ever need an Air BnB in the area again I know who to look for,5
112092,883919,16337527,2014-07-26,12285343,Marion,L'appartement est conforme à la description Que est sympathique et disponible L'appartement est calme fonctionnel et bien placé près de Times Square et des métros Par contre il est un peu sombre les fenêtres ne s'ouvrent pas Nous avons eu un problème avec le réfrigérateur mais Que a été très réactif pour résoudre le problème Merci Que pour cet accueil )The apartment is in accordance with the description Que is nice and available The apartment is quiet functional and good placed near Times Square and subways However it's a little bit dark windows do not open We had a problem with the refrigerator but Que was very reactive to solve the problem Thank you Que for this welcome ),1
532731,1262392,7073264,2013-09-05,3772537,Lisa,Melanie was a fabulous host and her apartment was perfect Spacious very clean and in a fabulous location I love to cook and the kitchen was big and full of all the cooking utensils you could need A bonus was that the apartment had a washer and dryer - very rare for an apartment in NYC Melanie was very flexible with the dates we stayed and extended them twice for us with no trouble at all We thoroughly enjoyed our stay and I would highly recommend you stay at her apartment if you have the opportunity I will definitely be looking her up when we return to NYC ,4
499762,4707667,29665118,2015-04-11,27302472,Simone,Bailee's apartment is wonderful comfortable and very romanticThe building is nearby the Columbus Circle subway stop and you can reach every place easelyBailee was always very kind with us from the reservation to our stay in NY,4
474866,550288,3252384,2013-01-03,4392785,Miaoxin,Brian's apt is great It is quiet clean and convenient We met some parking difficulties during the stay Brian helped us a lot This is my first time using AirBnb it was a perfect experience I hope to stay in his apt again,3
450295,18386915,161034159,2017-06-16,30375626,Kelsey,First of all - you can't do better in NYC for the price Shanee's place is absolutely beautiful tastefully decorated comfortable private and above all quiet New York mornings can be loud and hard to rest through even quite early but Shanee's flat is located in a lovely neighborhood and very peaceful Incredibly safe and also clean Shanee and her husband were so very welcoming and friendly - provided all the amenities we could possibly have needed even had snacks waiting in the fridge and her coffee is to die for Located a stone's throw from the F G and R lines having such immediate access to the train makes travel to Manhattan a breeze F train runs directly into the city so no transfers You can't go wrong renting this lovely apartment from such lovely people Enjoyed our stay and will return,4
16408,5153123,145499947,2017-04-18,16556905,Muriel & Andréas,Christie's apartment is very well located in midtown it's near every place in Manhattan In a place where you can find everything you need (restaurants food emporium groceries and public transports) The bed is very comfortable and the room has much space It is very clean and the kitchen was very useful to prepare our breakfastWe had a very nice time by ChristieMuriel & Camille,5
556084,38638,5709255,2013-07-13,6089292,Lisa,Sara's place is comfortable and conveniently located  I really enjoyed my stay  I even had the wonderful opportunity to meet Sara and she was very kind and helpfulI highly recommend her place,5
38358,7411044,48526248,2015-09-27,35150628,Pascal,Monsieur John is a gentleman in each way and as i walked into the door i felt completely at home The location is absolutely great The entire place is clean and well maintained I will stay here again if i  come back to New York ,3
202558,63693,302281,2011-06-07,548237,Chantal,The cottage of Olivia is full of charm functional and furnished with much taste It's so nice to relax in the small garden after having walked hours in the city Moreover it is situated  in a very authentic new-yorkese  place without tourists near to all the parts we like to visit and full of  restaurants (great  japonese argentinaetc) Olivia answers nicely to our questions It will remain a wonderfull souvenir for our whole family and we will recommend it to our friends,5
237679,5533420,161973179,2017-06-19,113699002,Alejandra,El departamento mejor de lo que dice en la descripción  muy limpio muy bien equipado con una gran ubicación Mara es una excelente anfitriona nos hizo todo muy fácil Gracias por todo realmente muy recomendable un lujo,1
775753,3343978,31044984,2015-05-01,29366044,Kyoko,We stayed at Kelly's house for our trip days And this was our first time to use airbnb so we were a little uneasy at first But it was unnecessary uneasyBefore staying Kelly told us every question we askedThe house is near to subway station so convenient for going everywhere And also near to central parkThe room is spacious cozy and clean It was very comfortable to stayThank you so much Kelly ),5
